"kementerian_nama","program","unit_organisasi","kegiatan","unit_eselon2","fungsi","subfungsi","output_program","output","satuan","dijumlahkan","multiyears","jns_output","rab","tor","sasaran_kegiatan","sasaran_program","sasaran_strategis","suboutput","komponen","jns_komponen","type_komponen","indikasi_pbj","satuan_komponen","kewenangan","propinsi","kabupaten","nawacita","janpres","tematiks","pb","pn","pp","kp","pro_pn","pns","pps","kps","pro_pns","kerangka_regulasi","alokasi_rp","alokasi_pnbp","alokasi_blu","alokasi_pln","alokasi_rmp","alokasi_pdn","alokasi_hibah","alokasi_ph","alokasi_hn","alokasi_sbsn","alokasi_total","alokasi_1","alokasi_2","alokasi_3"
"KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL","020.01.01-Program Dukungan Manajemen dan Pelaksanaan Tugas Teknis Lainnya Kementerian ESDM","01-Sekretariat Jenderal","1881-Pembinaan dan Pengelolaan Sumber Daya Manusia","03-Biro Sumber Daya Manusia","EKONOMI","BAHAN BAKAR DAN ENERGI","01-Peningkatan kualitas pengelolaan SDM Aparatur dalam rangka peningkatan kompetensi SDM","954-Layanan manajemen Sumber Daya Manusia (SDM)","1-Layanan","false","false","Reguler Lanjutan / MYC","SIGNED & STAMPED RAB Layanan Manajemen SDM.pdf","SIGNED & STAMPED TOR Layanan Manajemen.pdf","01-Peningkatan kualitas kebijakan pengelolaan SDM Kementerian ESDM,Terwujudnya Layanan Administrasi Kepegawaian yang optimal, Perencanaan dan Pengembangan SDM yang Optimal, Manajemen Kinerja dan dukungan data kepegawaian yang berkualitasTerwujudnya ASN KESDM","08-Organisasi yang fit dan SDM yang Unggul","08-Organisasi yang Fit dan SDM yang Unggul","001-Tanpa suboutput","079-Kebijakan Pengembangan Kompetensi","Utama","NON OPS","Swakelola","Orang","Pusat","00-Pusat","0000-Pusat","","","000 - Bukan Tematik","00-Bukan prioritas bidang","","","","","","","","","Tidak",1877467,0,0,0,0,0,0,0,0,0,1877467,2065214,2271735,2498909
"KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL","020.01.01-Program Dukungan Manajemen dan Pelaksanaan Tugas Teknis Lainnya Kementerian ESDM","01-Sekretariat Jenderal","1881-Pembinaan dan Pengelolaan Sumber Daya Manusia","03-Biro Sumber Daya Manusia","EKONOMI","BAHAN BAKAR DAN ENERGI","01-Peningkatan kualitas pengelolaan SDM Aparatur dalam rangka peningkatan kompetensi SDM","954-Layanan manajemen Sumber Daya Manusia (SDM)","1-Layanan","false","false","Reguler Lanjutan / MYC","SIGNED & STAMPED RAB Layanan Manajemen SDM.pdf","SIGNED & STAMPED TOR Layanan Manajemen.pdf","01-Peningkatan kualitas kebijakan pengelolaan SDM Kementerian ESDM,Terwujudnya Layanan Administrasi Kepegawaian yang optimal, Perencanaan dan Pengembangan SDM yang Optimal, Manajemen Kinerja dan dukungan data kepegawaian yang berkualitasTerwujudnya ASN KESDM","08-Organisasi yang fit dan SDM yang Unggul","08-Organisasi yang Fit dan SDM yang Unggul","001-Tanpa suboutput","082-Koordinasi Pembinaan Jabatan Fungsional","Utama","NON OPS","Swakelola","Orang","Pusat","00-Pusat","0000-Pusat","","","000 - Bukan Tematik","00-Bukan prioritas bidang","","","","","","","","","Tidak",943724,0,0,0,0,0,0,0,0,0,943724,1274028,1719937,2321916
"KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL","020.01.01-Program Dukungan Manajemen dan Pelaksanaan Tugas Teknis Lainnya Kementerian ESDM","01-Sekretariat Jenderal","1881-Pembinaan dan Pengelolaan Sumber Daya Manusia","03-Biro Sumber Daya Manusia","EKONOMI","BAHAN BAKAR DAN ENERGI","01-Peningkatan kualitas pengelolaan SDM Aparatur dalam rangka peningkatan kompetensi SDM","954-Layanan manajemen Sumber Daya Manusia (SDM)","1-Layanan","false","false","Reguler Lanjutan / MYC","SIGNED & STAMPED RAB Layanan Manajemen SDM.pdf","SIGNED & STAMPED TOR Layanan Manajemen.pdf","01-Peningkatan kualitas kebijakan pengelolaan SDM Kementerian ESDM,Terwujudnya Layanan Administrasi Kepegawaian yang optimal, Perencanaan dan Pengembangan SDM yang Optimal, Manajemen Kinerja dan dukungan data kepegawaian yang berkualitasTerwujudnya ASN KESDM","08-Organisasi yang fit dan SDM yang Unggul","08-Organisasi yang Fit dan SDM yang Unggul","001-Tanpa suboutput","083-Koordinasi, Penataan dan Pembinaan Kepegawaian Setjen","Utama","NON OPS","Swakelola","laporan","Pusat","00-Pusat","0000-Pusat","","","000 - Bukan Tematik","00-Bukan prioritas bidang","","","","","","","","","Tidak",1180910,0,0,0,0,0,0,0,0,0,1180910,1299001,1428901,1571791
"KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL","020.01.01-Program Dukungan Manajemen dan Pelaksanaan Tugas Teknis Lainnya Kementerian ESDM","01-Sekretariat Jenderal","1881-Pembinaan dan Pengelolaan Sumber Daya Manusia","03-Biro Sumber Daya Manusia","EKONOMI","BAHAN BAKAR DAN ENERGI","01-Peningkatan kualitas pengelolaan SDM Aparatur dalam rangka peningkatan kompetensi SDM","954-Layanan manajemen Sumber Daya Manusia (SDM)","1-Layanan","false","false","Reguler Lanjutan / MYC","SIGNED & STAMPED RAB Layanan Manajemen SDM.pdf","SIGNED & STAMPED TOR Layanan Manajemen.pdf","01-Peningkatan kualitas kebijakan pengelolaan SDM Kementerian ESDM,Terwujudnya Layanan Administrasi Kepegawaian yang optimal, Perencanaan dan Pengembangan SDM yang Optimal, Manajemen Kinerja dan dukungan data kepegawaian yang berkualitasTerwujudnya ASN KESDM","08-Organisasi yang fit dan SDM yang Unggul","08-Organisasi yang Fit dan SDM yang Unggul","001-Tanpa suboutput","084-Pelaksanaan Baperjakat Tingkat Pusat dan Setjen","Utama","NON OPS","Swakelola","orang","Pusat","00-Pusat","0000-Pusat","","","000 - Bukan Tematik","00-Bukan prioritas bidang","","","","","","","","","Tidak",562186,0,0,0,0,0,0,0,0,0,562186,646513,743490,855014
"KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL","020.01.01-Program Dukungan Manajemen dan Pelaksanaan Tugas Teknis Lainnya Kementerian ESDM","01-Sekretariat Jenderal","1881-Pembinaan dan Pengelolaan Sumber Daya Manusia","03-Biro Sumber Daya Manusia","EKONOMI","BAHAN BAKAR DAN ENERGI","01-Peningkatan kualitas pengelolaan SDM Aparatur dalam rangka peningkatan kompetensi SDM","954-Layanan manajemen Sumber Daya Manusia (SDM)","1-Layanan","false","false","Reguler Lanjutan / MYC","SIGNED & STAMPED RAB Layanan Manajemen SDM.pdf","SIGNED & STAMPED TOR Layanan Manajemen.pdf","01-Peningkatan kualitas kebijakan pengelolaan SDM Kementerian ESDM,Terwujudnya Layanan Administrasi Kepegawaian yang optimal, Perencanaan dan Pengembangan SDM yang Optimal, Manajemen Kinerja dan dukungan data kepegawaian yang berkualitasTerwujudnya ASN KESDM","08-Organisasi yang fit dan SDM yang Unggul","08-Organisasi yang Fit dan SDM yang Unggul","001-Tanpa suboutput","085-Penyusunan dan Pengembangan Budaya Penghargaan berbasis Kinerja","Utama","NON OPS","Swakelola","persen","Pusat","00-Pusat","0000-Pusat","","","000 - Bukan Tematik","00-Bukan prioritas bidang","","","","","","","","","Tidak",649913,0,0,0,0,0,0,0,0,0,649913,747399,859509,945460
"KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL","020.01.01-Program Dukungan Manajemen dan Pelaksanaan Tugas Teknis Lainnya Kementerian ESDM","01-Sekretariat Jenderal","1881-Pembinaan dan Pengelolaan Sumber Daya Manusia","03-Biro Sumber Daya Manusia","EKONOMI","BAHAN BAKAR DAN ENERGI","01-Peningkatan kualitas pengelolaan SDM Aparatur dalam rangka peningkatan kompetensi SDM","954-Layanan manajemen Sumber Daya Manusia (SDM)","1-Layanan","false","false","Reguler Lanjutan / MYC","SIGNED & STAMPED RAB Layanan Manajemen SDM.pdf","SIGNED & STAMPED TOR Layanan Manajemen.pdf","01-Peningkatan kualitas kebijakan pengelolaan SDM Kementerian ESDM,Terwujudnya Layanan Administrasi Kepegawaian yang optimal, Perencanaan dan Pengembangan SDM yang Optimal, Manajemen Kinerja dan dukungan data kepegawaian yang berkualitasTerwujudnya ASN KESDM","08-Organisasi yang fit dan SDM yang Unggul","08-Organisasi yang Fit dan SDM yang Unggul","001-Tanpa suboutput","086-Pencegahan, Pemberantasan, Penyalahgunaan, dan Peredaran Gelap Narkoba (P4GN) Kementerian ESDM","Utama","NON OPS","Swakelola","laporan","Pusat","00-Pusat","0000-Pusat","","","000 - Bukan Tematik","00-Bukan prioritas bidang","","","","","","","","","Tidak",479991,0,0,0,0,0,0,0,0,0,479991,551990,634788,698267
"KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL","020.01.01-Program Dukungan Manajemen dan Pelaksanaan Tugas Teknis Lainnya Kementerian ESDM","01-Sekretariat Jenderal","1881-Pembinaan dan Pengelolaan Sumber Daya Manusia","03-Biro Sumber Daya Manusia","EKONOMI","BAHAN BAKAR DAN ENERGI","01-Peningkatan kualitas pengelolaan SDM Aparatur dalam rangka peningkatan kompetensi SDM","954-Layanan manajemen Sumber Daya Manusia (SDM)","1-Layanan","false","false","Reguler Lanjutan / MYC","SIGNED & STAMPED RAB Layanan Manajemen SDM.pdf","SIGNED & STAMPED TOR Layanan Manajemen.pdf","01-Peningkatan kualitas kebijakan pengelolaan SDM Kementerian ESDM,Terwujudnya Layanan Administrasi Kepegawaian yang optimal, Perencanaan dan Pengembangan SDM yang Optimal, Manajemen Kinerja dan dukungan data kepegawaian yang berkualitasTerwujudnya ASN KESDM","08-Organisasi yang fit dan SDM yang Unggul","08-Organisasi yang Fit dan SDM yang Unggul","001-Tanpa suboutput","087-Manajemen Kinerja","Utama","NON OPS","Swakelola","persen","Pusat","00-Pusat","0000-Pusat","","","000 - Bukan Tematik","00-Bukan prioritas bidang","","","","","","","","","Tidak",978433,0,0,0,0,0,0,0,0,0,978433,1125198,1293978,1423375
"KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL","020.01.01-Program Dukungan Manajemen dan Pelaksanaan Tugas Teknis Lainnya Kementerian ESDM","01-Sekretariat Jenderal","1881-Pembinaan dan Pengelolaan Sumber Daya Manusia","03-Biro Sumber Daya Manusia","EKONOMI","BAHAN BAKAR DAN ENERGI","01-Peningkatan kualitas pengelolaan SDM Aparatur dalam rangka peningkatan kompetensi SDM","954-Layanan manajemen Sumber Daya Manusia (SDM)","1-Layanan","false","false","Reguler Lanjutan / MYC","SIGNED & STAMPED RAB Layanan Manajemen SDM.pdf","SIGNED & STAMPED TOR Layanan Manajemen.pdf","01-Peningkatan kualitas kebijakan pengelolaan SDM Kementerian ESDM,Terwujudnya Layanan Administrasi Kepegawaian yang optimal, Perencanaan dan Pengembangan SDM yang Optimal, Manajemen Kinerja dan dukungan data kepegawaian yang berkualitasTerwujudnya ASN KESDM","08-Organisasi yang fit dan SDM yang Unggul","08-Organisasi yang Fit dan SDM yang Unggul","001-Tanpa suboutput","088-Penguatan Kehandalan Data dan  Informasi Pegawai","Utama","NON OPS","Swakelola","Persen","Pusat","00-Pusat","0000-Pusat","","","000 - Bukan Tematik","00-Bukan prioritas bidang","","","","","","","","","Tidak",1043392,0,0,0,0,0,0,0,0,0,1043392,1147732,1262505,1388755
"KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL","020.01.01-Program Dukungan Manajemen dan Pelaksanaan Tugas Teknis Lainnya Kementerian ESDM","01-Sekretariat Jenderal","1881-Pembinaan dan Pengelolaan Sumber Daya Manusia","03-Biro Sumber Daya Manusia","EKONOMI","BAHAN BAKAR DAN ENERGI","01-Peningkatan kualitas pengelolaan SDM Aparatur dalam rangka peningkatan kompetensi SDM","954-Layanan manajemen Sumber Daya Manusia (SDM)","1-Layanan","false","false","Reguler Lanjutan / MYC","SIGNED & STAMPED RAB Layanan Manajemen SDM.pdf","SIGNED & STAMPED TOR Layanan Manajemen.pdf","01-Peningkatan kualitas kebijakan pengelolaan SDM Kementerian ESDM,Terwujudnya Layanan Administrasi Kepegawaian yang optimal, Perencanaan dan Pengembangan SDM yang Optimal, Manajemen Kinerja dan dukungan data kepegawaian yang berkualitasTerwujudnya ASN KESDM","08-Organisasi yang fit dan SDM yang Unggul","08-Organisasi yang Fit dan SDM yang Unggul","001-Tanpa suboutput","090-Pelaksanaan Pola Rotasi dan Mutasi Pegawai","Utama","NON OPS","Swakelola","Orang","Pusat","00-Pusat","0000-Pusat","","","000 - Bukan Tematik","00-Bukan prioritas bidang","","","","","","","","","Tidak",815203,0,0,0,0,0,0,0,0,0,815203,896723,986396,1085035
"KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL","020.01.01-Program Dukungan Manajemen dan Pelaksanaan Tugas Teknis Lainnya Kementerian ESDM","01-Sekretariat Jenderal","1881-Pembinaan dan Pengelolaan Sumber Daya Manusia","03-Biro Sumber Daya Manusia","EKONOMI","BAHAN BAKAR DAN ENERGI","01-Peningkatan kualitas pengelolaan SDM Aparatur dalam rangka peningkatan kompetensi SDM","970-Layanan Dukungan Manajemen Satker","1-Layanan","false","false","Reguler Lanjutan / MYC","SIGNED & STAMPED RAB Layanan Dukman Satker.pdf","SIGNED & STAMPED TOR Layanan Dukman Satker.pdf","02-Terwujudnya ASN Biro SDM yang profesional","08-Organisasi yang fit dan SDM yang Unggul","08-Organisasi yang Fit dan SDM yang Unggul","001-tanpa suboutput","051-Pelayanan Dukungan Pimpinan Biro Sumber Daya Manusia","Utama","NON OPS","Swakelola","Layanan","Pusat","00-Pusat","0000-Pusat","","","000 - Bukan Tematik","00-Bukan prioritas bidang","","","","","","","","","Tidak",979624,0,0,0,0,0,0,0,0,0,979624,1077586,1185345,1303880
"KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL","020.01.01-Program Dukungan Manajemen dan Pelaksanaan Tugas Teknis Lainnya Kementerian ESDM","01-Sekretariat Jenderal","1881-Pembinaan dan Pengelolaan Sumber Daya Manusia","03-Biro Sumber Daya Manusia","EKONOMI","BAHAN BAKAR DAN ENERGI","01-Peningkatan kualitas pengelolaan SDM Aparatur dalam rangka peningkatan kompetensi SDM","970-Layanan Dukungan Manajemen Satker","1-Layanan","false","false","Reguler Lanjutan / MYC","SIGNED & STAMPED RAB Layanan Dukman Satker.pdf","SIGNED & STAMPED TOR Layanan Dukman Satker.pdf","02-Terwujudnya ASN Biro SDM yang profesional","08-Organisasi yang fit dan SDM yang Unggul","08-Organisasi yang Fit dan SDM yang Unggul","001-tanpa suboutput","052-Pengelolaan Kesekretariatan PPK Biro Sumber Daya Manusia","Utama","NON OPS","Swakelola","Layanan","Pusat","00-Pusat","0000-Pusat","","","000 - Bukan Tematik","00-Bukan prioritas bidang","","","","","","","","","Tidak",144359,0,0,0,0,0,0,0,0,0,144359,158795,175674,192142
"KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL","020.01.01-Program Dukungan Manajemen dan Pelaksanaan Tugas Teknis Lainnya Kementerian ESDM","01-Sekretariat Jenderal","1881-Pembinaan dan Pengelolaan Sumber Daya Manusia","03-Biro Sumber Daya Manusia","EKONOMI","BAHAN BAKAR DAN ENERGI","01-Peningkatan kualitas pengelolaan SDM Aparatur dalam rangka peningkatan kompetensi SDM","994-Layanan Perkantoran","1-Layanan","false","false","Reguler Lanjutan / MYC","SIGNED & STAMPED RAB Layanan Perkantoran.pdf","SIGNED & STAMPED TOR Layanan Perkantoran.pdf","01-Peningkatan kualitas kebijakan pengelolaan SDM Kementerian ESDM,Terwujudnya Layanan Administrasi Kepegawaian yang optimal, Perencanaan dan Pengembangan SDM yang Optimal, Manajemen Kinerja dan dukungan data kepegawaian yang berkualitasTerwujudnya ASN KESDM","08-Organisasi yang fit dan SDM yang Unggul","08-Organisasi yang Fit dan SDM yang Unggul","001-Tanpa suboutput","001-Gaji dan Tunjangan","Pendukung","OPS","Administrasi Umum","Persen","Pusat","00-Pusat","0000-Pusat","","","000 - Bukan Tematik","00-Bukan prioritas bidang","","","","","","","","","Tidak",90392462,0,0,0,0,0,0,0,0,0,90392462,99431708,109374879,120312367
"KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL","020.01.01-Program Dukungan Manajemen dan Pelaksanaan Tugas Teknis Lainnya Kementerian ESDM","01-Sekretariat Jenderal","1881-Pembinaan dan Pengelolaan Sumber Daya Manusia","03-Biro Sumber Daya Manusia","EKONOMI","BAHAN BAKAR DAN ENERGI","01-Peningkatan kualitas pengelolaan SDM Aparatur dalam rangka peningkatan kompetensi SDM","999-Output Cadangan","1-Cadangan","false",,,"","","02-Terwujudnya ASN Biro SDM yang profesional","08-Organisasi yang fit dan SDM yang Unggul","08-Organisasi yang Fit dan SDM yang Unggul","001-Tanpa Sub Ouptput","999-Output cadangan",,"NON OPS",,,,"","","","","000 - Bukan Tematik","00-Bukan prioritas bidang","","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL","020.01.01-Program Dukungan Manajemen dan Pelaksanaan Tugas Teknis Lainnya Kementerian ESDM","01-Sekretariat Jenderal","1882-Pengelolaan Administrasi Keuangan Kementerian ESDM","04-Biro Keuangan","EKONOMI","BAHAN BAKAR DAN ENERGI","04-Administrasi pengelolaan dan informasi keuangan yang cepat, tepat, transparan serta akuntabel di lingkungan KESDM","955-Layanan Manajemen Keuangan","1-Layanan","false","false","Reguler Lanjutan / MYC","rab_sjk_layanan manajemen_1882.955.pdf","tor_sjk_layanan manajemen_1882.955.pdf","01-Optimalisasi kontribusi sektor ESDM yang bertanggung jawab dan berkelanjutan, Layanan Sektor ESDM yang Optimal, terlaksananya pembinaan pengelolaan adminstrasi keuangan, Pengelolaan Sist anggaran yg optimal dan Pengelolaan Sist anggaran yg Opt            ","03-Optimalisasi kontribusi sektor ESDM yang bertanggung jawab dan berkelanjutan, Pengelolaan sistem anggaran yang optimal","01-Optimalisasi Kontribusi Sektor ESDM yang Bertanggung Jawab dan Berkelanjutan","001-Tanpa suboutput","056-Pelaksanaan dan Pemantauan Revisi Anggaran Belanja KESDM","Utama","NON OPS","Swakelola","Dokumen","Pusat","00-Pusat","0000-Pusat","","","000 - Bukan Tematik","00-Bukan prioritas bidang","","","","","","","","","Tidak",728602,0,0,0,0,0,0,0,0,0,728602,801462,881608,969769
"KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL","020.01.01-Program Dukungan Manajemen dan Pelaksanaan Tugas Teknis Lainnya Kementerian ESDM","01-Sekretariat Jenderal","1882-Pengelolaan Administrasi Keuangan Kementerian ESDM","04-Biro Keuangan","EKONOMI","BAHAN BAKAR DAN ENERGI","04-Administrasi pengelolaan dan informasi keuangan yang cepat, tepat, transparan serta akuntabel di lingkungan KESDM","955-Layanan Manajemen Keuangan","1-Layanan","false","false","Reguler Lanjutan / MYC","rab_sjk_layanan manajemen_1882.955.pdf","tor_sjk_layanan manajemen_1882.955.pdf","01-Optimalisasi kontribusi sektor ESDM yang bertanggung jawab dan berkelanjutan, Layanan Sektor ESDM yang Optimal, terlaksananya pembinaan pengelolaan adminstrasi keuangan, Pengelolaan Sist anggaran yg optimal dan Pengelolaan Sist anggaran yg Opt            ","03-Optimalisasi kontribusi sektor ESDM yang bertanggung jawab dan berkelanjutan, Pengelolaan sistem anggaran yang optimal","01-Optimalisasi Kontribusi Sektor ESDM yang Bertanggung Jawab dan Berkelanjutan","001-Tanpa suboutput","057-Pengendalian Penyerapan Anggaran dan Pemantauan Kegiatan Paket Strategis KESDM","Utama","NON OPS","Swakelola","Dokumen","Pusat","00-Pusat","0000-Pusat","","","000 - Bukan Tematik","00-Bukan prioritas bidang","","","","","","","","","Tidak",2134318,0,0,0,0,0,0,0,0,0,2134318,2347750,2582525,2840777
"KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL","020.01.01-Program Dukungan Manajemen dan Pelaksanaan Tugas Teknis Lainnya Kementerian ESDM","01-Sekretariat Jenderal","1882-Pengelolaan Administrasi Keuangan Kementerian ESDM","04-Biro Keuangan","EKONOMI","BAHAN BAKAR DAN ENERGI","04-Administrasi pengelolaan dan informasi keuangan yang cepat, tepat, transparan serta akuntabel di lingkungan KESDM","955-Layanan Manajemen Keuangan","1-Layanan","false","false","Reguler Lanjutan / MYC","rab_sjk_layanan manajemen_1882.955.pdf","tor_sjk_layanan manajemen_1882.955.pdf","01-Optimalisasi kontribusi sektor ESDM yang bertanggung jawab dan berkelanjutan, Layanan Sektor ESDM yang Optimal, terlaksananya pembinaan pengelolaan adminstrasi keuangan, Pengelolaan Sist anggaran yg optimal dan Pengelolaan Sist anggaran yg Opt            ","03-Optimalisasi kontribusi sektor ESDM yang bertanggung jawab dan berkelanjutan, Pengelolaan sistem anggaran yang optimal","01-Optimalisasi Kontribusi Sektor ESDM yang Bertanggung Jawab dan Berkelanjutan","001-Tanpa suboutput","058-Monitoring dan Evaluasi Laporan TEPRA Kementerian ESDM","Pendukung","NON OPS","Swakelola","Laporan","Pusat","00-Pusat","0000-Pusat","","","000 - Bukan Tematik","00-Bukan prioritas bidang","","","","","","","","","Tidak",1000421,0,0,0,0,0,0,0,0,0,1000421,1100463,1210509,1331560
"KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL","020.01.01-Program Dukungan Manajemen dan Pelaksanaan Tugas Teknis Lainnya Kementerian ESDM","01-Sekretariat Jenderal","1882-Pengelolaan Administrasi Keuangan Kementerian ESDM","04-Biro Keuangan","EKONOMI","BAHAN BAKAR DAN ENERGI","04-Administrasi pengelolaan dan informasi keuangan yang cepat, tepat, transparan serta akuntabel di lingkungan KESDM","955-Layanan Manajemen Keuangan","1-Layanan","false","false","Reguler Lanjutan / MYC","rab_sjk_layanan manajemen_1882.955.pdf","tor_sjk_layanan manajemen_1882.955.pdf","01-Optimalisasi kontribusi sektor ESDM yang bertanggung jawab dan berkelanjutan, Layanan Sektor ESDM yang Optimal, terlaksananya pembinaan pengelolaan adminstrasi keuangan, Pengelolaan Sist anggaran yg optimal dan Pengelolaan Sist anggaran yg Opt            ","03-Optimalisasi kontribusi sektor ESDM yang bertanggung jawab dan berkelanjutan, Pengelolaan sistem anggaran yang optimal","01-Optimalisasi Kontribusi Sektor ESDM yang Bertanggung Jawab dan Berkelanjutan","001-Tanpa suboutput","059-Koordinasi dan Implementasi e-monev anggaran KESDM","Pendukung","NON OPS","Swakelola","Laporan","Pusat","00-Pusat","0000-Pusat","","","000 - Bukan Tematik","00-Bukan prioritas bidang","","","","","","","","","Tidak",718420,0,0,0,0,0,0,0,0,0,718420,790262,869288,956217
"KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL","020.01.01-Program Dukungan Manajemen dan Pelaksanaan Tugas Teknis Lainnya Kementerian ESDM","01-Sekretariat Jenderal","1882-Pengelolaan Administrasi Keuangan Kementerian ESDM","04-Biro Keuangan","EKONOMI","BAHAN BAKAR DAN ENERGI","04-Administrasi pengelolaan dan informasi keuangan yang cepat, tepat, transparan serta akuntabel di lingkungan KESDM","955-Layanan Manajemen Keuangan","1-Layanan","false","false","Reguler Lanjutan / MYC","rab_sjk_layanan manajemen_1882.955.pdf","tor_sjk_layanan manajemen_1882.955.pdf","01-Optimalisasi kontribusi sektor ESDM yang bertanggung jawab dan berkelanjutan, Layanan Sektor ESDM yang Optimal, terlaksananya pembinaan pengelolaan adminstrasi keuangan, Pengelolaan Sist anggaran yg optimal dan Pengelolaan Sist anggaran yg Opt            ","03-Optimalisasi kontribusi sektor ESDM yang bertanggung jawab dan berkelanjutan, Pengelolaan sistem anggaran yang optimal","01-Optimalisasi Kontribusi Sektor ESDM yang Bertanggung Jawab dan Berkelanjutan","001-Tanpa suboutput","060-Monitoring dan evaluasi kinerja anggaran Kementerian ESDM ","Pendukung","NON OPS","Swakelola","Laporan","Pusat","00-Pusat","0000-Pusat","","","000 - Bukan Tematik","00-Bukan prioritas bidang","","","","","","","","","Tidak",917869,0,0,0,0,0,0,0,0,0,917869,1009656,1110621,1221684
